desig,name,number,survey,a,e,i,node,argper,period,ra,dec,vmag,absmag,absmagsig,slopepar,heldist,obsdist,alpha,elong,glxlon,glxlat,ra3sig,dec3sig,midtime,midtimejd,aorkey,framet,totalt,elapsed,notes,ch1,ch1err,ch1snr,ch2,ch2err,ch2snr,diam,d1sigl,d1sigu,d3sigl,d3sigu,pv,pv1sigl,pv1sigu,pv3sigl,pv3sigu,eta,eta1sigl,eta1sigu,eta3sigl,eta3sigu,reflsol
2013 DL1,,,NEOLegacy,0.8392,0.7201,26.47,141.9986,185.7798,0.7688,111.60798999999999,-50.267140000000005,20.07,21.39,0.3,0.15,1.09,0.21,60.8,108.6,262.013069,-15.311325,4.44,2.41,2018-05-12T18:59:39.764,2458251.2914324543,61963264,100.0,6000.0,6524.3,,,,,87.9,8.7,10.1,0.11199999999999999,-0.021,0.042,-0.04,0.163,0.389,-0.19,0.221,-0.33799999999999997,0.6579999999999999,1.45,-0.29,0.53,-0.53,1.66,0.01
2015 QE9,,503274,NEOLegacy,1.5927,0.24849000000000002,11.37,135.9601,321.8768,2.01005,198.92084,0.6619,20.3,19.7,0.22,0.15,1.308,0.527,44.6,113.8,316.337531,62.899021,6.36,1.73,2018-05-24T05:09:19.708,2458262.714811435,61878272,100.0,6000.0,6417.9,,,,,19.2,4.1,4.7,0.175,-0.031,0.065,-0.064,0.312,0.759,-0.35600000000000004,0.359,-0.6659999999999999,1.023,1.29,-0.3,0.53,-0.55,1.81,0.07
2015 RD2,,,NEOLegacy,1.7455,0.39293,14.66,121.0728,315.4391,2.30614,41.20345,5.71516,20.13,19.7,0.22,0.15,1.1,0.436,65.8,90.9,167.00585900000002,-47.222367,0.56,0.62,2018-05-22T15:39:56.313,2458261.1527351043,61885184,100.0,6000.0,6407.5,,,,,90.3,8.9,10.1,0.259,-0.048,0.098,-0.087,0.36700000000000005,0.348,-0.17,0.18600000000000003,-0.295,0.535,1.49,-0.29,0.53,-0.53,1.61,0.01
2015 RT83,,503277,NEOLegacy,1.6622,0.30307,12.25,316.1528,117.7735,2.14295,190.1686,-14.40436,21.39,20.18,0.22,0.15,1.4580000000000002,0.706,38.2,116.0,299.00982999999997,48.385126,0.34,0.2,2018-05-24T09:44:17.123,2458262.9057537382,61935616,100.0,8000.0,8727.1,,,,,31.6,5.2,6.1,0.28600000000000003,-0.075,0.165,-0.136,0.769,0.18,-0.10800000000000001,0.166,-0.16899999999999998,0.514,1.23,-0.3,0.54,-0.54,1.87,0.01
2015 TO237,,,NEOLegacy,1.5393,0.47713,27.16,251.0142,341.9927,1.90983,66.11121,1.67505,21.35,19.03,0.22,0.15,1.784,1.129,31.1,113.4,192.48156200000003,-31.258646999999996,4.04,13.02,2018-05-22T13:16:56.999,2458261.0534374886,61786624,100.0,8000.0,8281.5,,,,,11.1,3.1,3.6,0.42,-0.121,0.28300000000000003,-0.225,1.489,0.242,-0.155,0.251,-0.231,0.907,1.16,-0.31,0.54,-0.54,1.91,0.03
1996 FR3,,189008,NEOLegacy,2.1655,0.79513,8.1,27.488,36.3592,3.18667,239.705,-11.50962,17.6,16.72,0.22,0.15,1.0959999999999999,0.5720000000000001,65.4,83.3,358.874352,30.364569,0.13,0.16,2018-06-05T10:44:21.540,2458274.9474715283,61785600,12.0,120.0,1157.1,,,,,633.5,23.4,27.1,0.917,-0.162,0.33399999999999996,-0.301,1.177,0.431,-0.205,0.21100000000000002,-0.359,0.573,1.49,-0.3,0.54,-0.54,1.59,0.01
1998 ST4,,333888,NEOLegacy,2.8144,0.59927,9.3,239.3075,207.0584,4.72141,210.12422999999998,-22.70287,20.4,17.2,0.22,0.15,2.017,1.5190000000000001,28.8,104.3,323.107848,37.448347,0.16,0.06,2018-06-02T13:44:36.147,2458272.0726405904,61934848,100.0,8000.0,8711.8,,,,,24.9,4.6,5.4,1.14,-0.35200000000000004,0.877,-0.605,4.686,0.179,-0.12300000000000001,0.204,-0.17300000000000001,0.67,1.14,-0.3,0.56,-0.53,1.93,0.03
1998 YN1,,20429,NEOLegacy,1.5561,0.46423000000000003,6.3,61.7703,147.6157,1.94111,49.26332,23.21584,20.29,17.78,0.22,0.15,1.516,1.078,41.3,93.4,161.333134,-28.590985999999997,0.09,0.1,2018-06-01T16:18:29.404,2458271.17950699,61997056,100.0,8000.0,8597.5,,,,,30.9,5.2,5.9,0.5579999999999999,-0.12300000000000001,0.275,-0.23,1.319,0.442,-0.248,0.293,-0.405,0.765,1.26,-0.3,0.54,-0.54,1.82,0.04
1999 VL12,,162273,NEOLegacy,1.5937,0.2362,20.18,234.4151,40.9123,2.01191,81.77920999999999,-1.98415,20.5,17.49,0.22,0.15,1.946,1.321,28.3,113.0,204.812527,-19.613988,0.58,0.46,2018-06-07T14:51:01.906,2458277.11877206,61925376,100.0,8000.0,7838.7,,,,,20.3,4.2,4.8,0.813,-0.22899999999999998,0.585,-0.395,3.195,0.27,-0.18,0.265,-0.259,0.785,1.12,-0.29,0.55,-0.51,1.96,0.05
2000 CE59,,483422,NEOLegacy,1.1373,0.16655999999999999,12.26,318.6565,307.4413,1.21288,226.68974,-30.15567,21.72,20.7,0.3,0.15,1.126,0.584,62.7,86.1,334.791945,24.217520999999998,0.08,0.07,2018-05-31T18:38:10.943,2458270.276515544,61897472,100.0,8000.0,8603.1,,,,,15.8,3.7,4.3,0.149,-0.028999999999999998,0.055,-0.062,0.237,0.42100000000000004,-0.20800000000000002,0.253,-0.368,0.815,1.46,-0.29,0.53,-0.53,1.64,0.01
2000 DV110,,,NEOLegacy,2.0901,0.38838,4.39,11.5972,220.2627,3.0217099999999997,209.49081,-8.94564,21.27,19.41,0.22,0.15,1.49,0.8109999999999999,39.2,110.0,329.316645,50.485302000000004,10.99,5.38,2018-06-02T19:09:35.117,2458272.298323113,61859840,100.0,8000.0,8607.8,,,,,18.1,4.0,4.5,0.28800000000000003,-0.069,0.147,-0.131,0.7390000000000001,0.365,-0.20800000000000002,0.282,-0.336,0.86,1.24,-0.31,0.54,-0.56,1.85,0.02
2001 EB18,,385252,NEOLegacy,1.053,0.18373,50.06,155.4792,101.9185,1.0805200000000001,183.11588,-45.3728,17.94,19.61,0.22,0.15,1.087,0.18600000000000003,58.8,112.0,295.795863,16.959777,1.09,0.79,2018-06-05T14:36:32.973,2458275.108714965,61901312,12.0,120.0,1158.3,,,,,833.6,26.7,31.2,0.28300000000000003,-0.055,0.111,-0.10300000000000001,0.42200000000000004,0.313,-0.155,0.184,-0.27,0.486,1.43,-0.3,0.54,-0.55,1.65,0.01
2001 YU3,,,NEOLegacy,1.9437,0.46386000000000005,8.54,82.447,83.0705,2.7098,101.48623,72.3899,18.37,20.3,0.3,0.15,1.095,0.168,53.1,119.2,142.483405,25.355887,27.25,19.06,2018-05-30T03:01:03.494,2458268.6257348843,61797120,12.0,120.0,1189.3,,,,,1159.2,31.3,37.0,0.263,-0.057,0.11900000000000001,-0.105,0.447,0.193,-0.107,0.13699999999999998,-0.171,0.462,1.37,-0.3,0.55,-0.55,1.71,0.0
2002 EB3,,208617,NEOLegacy,1.7579,0.68379,9.92,1.5964,300.2568,2.3308299999999997,200.76593,-5.00044,20.22,18.06,0.22,0.15,1.723,1.0070000000000001,31.0,118.0,317.49766800000003,56.972572,0.08,0.08,2018-06-01T04:59:29.275,2458270.70797772,62026496,100.0,8000.0,8728.6,,,,,58.1,7.1,8.2,0.77,-0.228,0.514,-0.39,2.615,0.17800000000000002,-0.115,0.187,-0.17,0.5670000000000001,1.16,-0.31,0.54,-0.54,1.92,0.01
2003 FG,,514596,NEOLegacy,1.2417,0.7148899999999999,15.66,7.0275,312.8617,1.38361,234.01227000000003,-17.54062,21.59,19.99,0.22,0.15,1.263,0.815,52.5,87.4,349.424248,30.101946999999996,0.48,0.22,2018-06-05T12:13:54.468,2458275.009658194,61894144,100.0,8000.0,8273.5,,,,,17.9,3.9,4.6,0.23199999999999998,-0.049,0.106,-0.099,0.45299999999999996,0.33,-0.175,0.21899999999999997,-0.297,0.72,1.36,-0.29,0.52,-0.54,1.71,0.01
2003 RM10,,196625,NEOLegacy,1.8469,0.59167,13.73,341.3634,287.2069,2.51004,237.1703,-28.16285,21.8,20.5,0.3,0.15,1.161,0.6729999999999999,59.5,85.2,343.96193,20.257678,0.75,0.38,2018-06-08T12:32:36.011,2458278.022639016,61991168,100.0,8000.0,8713.5,,,,,21.0,4.3,4.9,0.191,-0.039,0.078,-0.08199999999999999,0.32,0.305,-0.159,0.20199999999999999,-0.271,0.6579999999999999,1.43,-0.29,0.54,-0.55,1.66,0.01
2004 EP20,,154652,NEOLegacy,1.0585,0.45048,16.17,159.6019,191.3193,1.0890600000000001,240.63811,-8.347430000000001,21.45,19.03,0.22,0.15,1.4240000000000002,1.138,44.4,83.1,2.384962,31.704316,0.08,0.06,2018-06-05T09:16:16.390,2458274.88630081,61977088,100.0,8000.0,,,,,,17.9,4.0,4.5,0.379,-0.091,0.19399999999999998,-0.174,0.927,0.3,-0.17,0.228,-0.27699999999999997,0.7390000000000001,1.29,-0.3,0.53,-0.55,1.79,0.01
2004 SV55,,455594,NEOLegacy,1.759,0.6583399999999999,41.17,344.5967,280.8151,2.33296,222.04992000000001,-15.73851,18.04,18.26,0.22,0.15,1.136,0.366,59.7,101.9,339.861901,38.618784000000005,0.32,0.39,2018-06-08T11:01:55.092,2458277.9596654167,62035968,12.0,120.0,1178.1,,,,,7134.2,78.5,90.9,1.6480000000000001,-0.382,0.802,-0.674,2.928,0.032,-0.018000000000000002,0.024,-0.028999999999999998,0.08199999999999999,1.43,-0.29,0.54,-0.53,1.66,0.0
2004 VA1,,481025,NEOLegacy,1.0513,0.51235,14.9,250.7539,20.8595,1.078,121.25965,-69.64231,20.24,20.8,0.3,0.15,1.064,0.271,69.7,95.7,282.47058599999997,-19.251815,1.1,1.92,2018-06-08T16:26:04.655,2458278.1847761,61872128,100.0,6000.0,5855.9,,,,,90.0,8.8,10.2,0.16,-0.028999999999999998,0.055999999999999994,-0.055999999999999994,0.213,0.327,-0.155,0.18899999999999997,-0.28,0.56,1.53,-0.3,0.51,-0.54,1.57,0.01
2004 XJ50,,,NEOLegacy,2.2399,0.51185,23.35,102.0515,283.8643,3.3524,40.08246,7.7899,21.65,19.61,0.22,0.15,1.331,1.006,48.4,83.0,163.879096,-46.245697,0.23,0.28,2018-05-30T07:13:43.520,2458268.801198148,61785088,100.0,8000.0,8715.4,,,,,22.9,4.5,5.1,0.331,-0.078,0.17600000000000002,-0.152,0.7559999999999999,0.22699999999999998,-0.13,0.172,-0.20800000000000002,0.614,1.32,-0.29,0.56,-0.53,1.79,0.01
2005 AN19,,348304,NEOLegacy,1.9348,0.33496,39.84,121.4757,47.1701,2.69123,56.41887,-7.32713,21.24,18.26,0.22,0.15,1.643,1.35,37.6,87.3,195.532121,-44.253934,0.3,0.24,2018-06-07T12:16:41.413,2458277.011590428,61976064,100.0,8000.0,7174.7,,,,,19.2,4.1,4.7,0.593,-0.156,0.353,-0.289,1.8219999999999998,0.249,-0.152,0.221,-0.235,0.701,1.22,-0.3,0.54,-0.54,1.87,0.02
2005 DD,,,NEOLegacy,1.9334,0.56889,7.33,157.2697,252.1712,2.6882900000000003,53.00994,8.866610000000001,21.24,20.7,0.3,0.15,1.094,0.479,66.3,87.7,175.84913400000002,-37.00352,0.87,0.32,2018-06-07T09:43:10.927,2458276.904987581,61896704,100.0,8000.0,8716.3,,,,,133.5,10.7,12.5,0.313,-0.067,0.132,-0.125,0.502,0.09300000000000001,-0.049,0.068,-0.08199999999999999,0.25,1.5,-0.3,0.51,-0.55,1.61,0.0
2006 CV,,340291,NEOLegacy,1.1458,0.38176,20.2,330.414,284.6014,1.2265,206.28092,-8.628919999999999,18.4,20.09,0.22,0.15,1.089,0.185,57.8,113.2,324.793544,51.947959999999995,1.37,1.19,2018-06-02T20:37:44.669,2458272.35954478,61905152,12.0,120.0,1184.1,,,,,235.6,14.4,16.4,0.16399999999999998,-0.027000000000000003,0.055,-0.052000000000000005,0.217,0.604,-0.271,0.27399999999999997,-0.509,0.675,1.41,-0.3,0.53,-0.54,1.69,0.02
2006 FK9,,,NEOLegacy,1.6127,0.33213000000000004,28.2,177.7183,317.0886,2.04793,214.92143,-42.23449,21.45,21.19,0.3,0.15,1.0979999999999999,0.402,65.9,92.7,319.90779,17.711724,13.01,12.91,2018-06-02T06:57:52.035,2458271.7901855903,62030592,100.0,8000.0,8154.7,,,,,37.3,5.7,6.6,0.149,-0.03,0.057999999999999996,-0.059000000000000004,0.235,0.263,-0.132,0.17,-0.228,0.555,1.5,-0.29,0.52,-0.53,1.6,0.0
2006 KR1,,,NEOLegacy,1.1627,0.40419,19.59,236.819,176.3053,1.25366,186.07135,-78.13181999999999,20.8,20.6,0.3,0.15,1.048,0.39,72.6,85.6,301.49107999999995,-15.332551,1.55,2.02,2018-06-05T16:08:35.088,2458275.1726283333,61826304,100.0,8000.0,8496.2,,,,,50.4,6.6,7.6,0.177,-0.033,0.062,-0.064,0.225,0.322,-0.151,0.187,-0.276,0.5770000000000001,1.57,-0.3,0.52,-0.55,1.54,0.01
2006 QA58,,489235,NEOLegacy,1.2497,0.17292000000000002,26.6,152.4799,283.6646,1.39699,223.52712999999997,3.52965,21.19,20.71,0.3,0.15,1.2229999999999999,0.485,52.3,105.2,359.452468,52.38326,0.53,0.18,2018-06-08T09:14:36.759,2458277.885147673,61912832,100.0,8000.0,8380.6,,,,,73.7,8.0,9.2,0.243,-0.055999999999999994,0.11699999999999999,-0.102,0.47200000000000003,0.154,-0.087,0.12300000000000001,-0.139,0.433,1.36,-0.29,0.54,-0.53,1.74,0.0
2006 YY2,,506779,NEOLegacy,1.9923,0.4059,31.44,105.1476,68.5522,2.8122,167.13013,75.4634,18.07,18.07,0.22,0.15,1.251,0.41,44.8,118.4,131.10505700000002,39.992953,4.8,1.03,2018-05-30T02:34:18.301,2458268.607156262,61963008,12.0,120.0,1162.7,,,,,505.5,20.7,24.4,0.541,-0.114,0.243,-0.209,1.016,0.35700000000000004,-0.18899999999999997,0.23199999999999998,-0.32,0.628,1.29,-0.3,0.53,-0.55,1.76,0.01
2007 CA27,,,NEOLegacy,0.8656,0.34364,29.97,122.9776,200.0536,0.8053600000000001,215.22171,58.441390000000006,21.01,21.5,0.3,0.15,1.157,0.308,53.2,112.5,102.60212800000001,55.019256999999996,2.65,3.64,2018-06-07T05:22:06.516,2458276.723686528,61933312,100.0,8000.0,8502.7,,,,,70.1,7.8,9.0,0.138,-0.03,0.061,-0.057,0.239,0.231,-0.122,0.165,-0.20600000000000002,0.5539999999999999,1.38,-0.3,0.52,-0.55,1.7,0.0
2008 CC175,,,NEOLegacy,0.9552,0.5013,10.18,125.6484,166.4535,0.9335,228.76394,-1.13382,21.85,21.8,0.3,0.15,1.087,0.38,67.3,92.2,359.511078,45.374287,2.09,0.88,2018-06-01T02:24:29.993,2458270.6003471413,61985536,100.0,8000.0,8489.5,,,,,26.2,4.8,5.5,0.11699999999999999,-0.024,0.046,-0.049,0.172,0.24100000000000002,-0.11900000000000001,0.16,-0.21100000000000002,0.5589999999999999,1.52,-0.3,0.51,-0.55,1.59,0.0
2009 FG1,,516734,NEOLegacy,1.1939,0.27205999999999997,69.82,5.0334,11.6437,1.30445,224.06362000000001,-23.35334,21.69,19.13,0.22,0.15,1.515,1.129,41.5,90.4,336.719571,31.206315999999998,0.21,0.42,2018-05-31T21:18:02.627,2458270.387530405,61997312,100.0,8000.0,8273.9,,,,,11.9,3.2,3.7,0.344,-0.083,0.184,-0.166,0.884,0.336,-0.19399999999999998,0.253,-0.313,0.8909999999999999,1.25,-0.29,0.55,-0.54,1.82,0.02
2010 AO60,,,NEOLegacy,0.9509,0.24791999999999997,11.06,310.0091,37.3191,0.9272,65.41931,22.42791,21.71,22.09,0.3,0.15,1.11,0.312,62.2,101.8,173.863718,-19.034921,28.12,3.31,2018-06-07T17:57:05.565,2458277.247981077,61842688,100.0,8000.0,8600.3,,,,,51.3,6.7,7.7,0.125,-0.027000000000000003,0.053,-0.053,0.2,0.165,-0.08800000000000001,0.11599999999999999,-0.147,0.409,1.46,-0.3,0.53,-0.54,1.64,0.0
2010 CT,,,NEOLegacy,0.8879,0.65768,19.76,176.0765,104.3081,0.83662,81.11936999999999,-20.34648,20.77,20.6,0.3,0.15,1.216,0.445,51.7,107.9,222.77844,-27.878943,0.31,0.43,2018-06-05T19:03:17.959,2458275.2939578593,61875968,100.0,8000.0,8385.9,,,,,34.8,5.5,6.3,0.16399999999999998,-0.034,0.071,-0.066,0.303,0.381,-0.2,0.243,-0.342,0.738,1.36,-0.3,0.55,-0.54,1.73,0.01
2010 YB,,,NEOLegacy,1.8216,0.49516000000000004,3.6,314.5969,94.3519,2.45856,54.7699,22.75667,21.22,21.0,0.3,0.15,1.155,0.41600000000000004,58.6,100.7,166.078214,-25.744864,1.77,0.46,2018-05-30T04:39:33.011,2458268.694132072,61954048,100.0,8000.0,8707.4,,,,,37.7,5.7,6.6,0.154,-0.032,0.065,-0.064,0.27,0.295,-0.152,0.195,-0.263,0.627,1.42,-0.3,0.53,-0.55,1.69,0.01
2012 BM86,,,NEOLegacy,2.1492,0.63361,11.4,164.1742,56.3165,3.15075,194.94994,-30.589440000000003,19.73,22.2,0.3,0.15,1.069,0.138,58.1,115.2,305.06343,32.248197,2.91,0.35,2018-06-05T13:58:12.179,2458275.082085405,61938688,100.0,2400.0,2555.1,,,,,3270.0,52.3,62.5,0.35100000000000003,-0.08199999999999999,0.168,-0.14300000000000002,0.608,0.019,-0.01,0.015,-0.017,0.057999999999999996,1.42,-0.3,0.55,-0.54,1.68,0.0
2012 CC17,,,NEOLegacy,1.6214,0.36446,11.81,343.5827,234.7649,2.06468,229.4698,-20.88981,21.84,20.8,0.3,0.15,1.13,0.589,62.3,86.3,343.132323,30.321912,4.64,2.31,2018-05-31T23:50:31.914,2458270.49342493,61974784,100.0,8000.0,8494.3,,,,,31.2,5.2,6.0,0.196,-0.042,0.08199999999999999,-0.081,0.32899999999999996,0.217,-0.113,0.154,-0.193,0.568,1.46,-0.29,0.52,-0.55,1.65,0.0
2012 CD29,,426071,NEOLegacy,1.0254,0.64858,19.29,144.7387,152.3989,1.03836,232.92862000000002,-5.2892,20.94,20.18,0.22,0.15,1.073,0.496,68.5,84.2,359.104424,39.504859,3.15,0.68,2018-05-29T00:11:21.590,2458267.507888773,62038272,100.0,8000.0,8719.1,,,,,69.7,7.7,9.1,0.247,-0.047,0.096,-0.09,0.358,0.247,-0.12300000000000001,0.141,-0.21100000000000002,0.433,1.51,-0.29,0.53,-0.53,1.6,0.0
2012 DG31,,426082,NEOLegacy,1.3526,0.12733,20.27,135.0273,332.1334,1.57304,221.69109,10.839260000000001,21.04,20.3,0.3,0.15,1.248,0.52,50.7,105.7,7.521428,58.37344,0.27,0.22,2018-06-05T05:24:59.156,2458274.725684676,61966848,100.0,8000.0,8493.5,,,,,17.6,3.9,4.5,0.153,-0.028999999999999998,0.061,-0.062,0.266,0.57,-0.281,0.326,-0.511,0.9520000000000001,1.34,-0.29,0.55,-0.54,1.72,0.03
2012 DK31,,,NEOLegacy,0.6936,0.57653,11.17,165.2752,149.2017,0.57767,91.9564,-26.43725,19.97,22.1,0.3,0.15,1.089,0.16,53.8,118.8,232.87817,-20.713849,6.25,3.59,2018-05-27T08:31:56.821,2458265.8555187616,61902336,100.0,2400.0,2555.9,,,,,168.0,12.1,13.9,0.098,-0.02,0.040999999999999995,-0.037000000000000005,0.16,0.265,-0.138,0.177,-0.23399999999999999,0.547,1.38,-0.3,0.54,-0.55,1.69,0.0
2013 FD11,,,NEOLegacy,1.9102,0.35864,8.23,238.6529,338.7757,2.64018,191.70631,-25.48555,20.87,19.99,0.22,0.15,1.3869999999999998,0.597,39.8,117.9,301.625994,37.374731,12.04,2.56,2018-06-02T16:18:37.433,2458272.179599919,61896448,100.0,8000.0,8287.8,,,,,34.8,5.5,6.3,0.24,-0.055999999999999994,0.12,-0.10300000000000001,0.5920000000000001,0.311,-0.175,0.23,-0.287,0.667,1.24,-0.3,0.52,-0.55,1.84,0.01
2015 XR128,,,NEOLegacy,1.6504,0.32056999999999997,15.53,286.3725,171.7259,2.12025,210.25205,-37.918859999999995,21.17,19.41,0.22,0.15,1.374,0.8370000000000001,46.5,96.2,317.770504,22.941622,0.27,0.1,2018-05-31T15:26:09.097,2458270.1431608447,61822464,100.0,8000.0,8487.9,,,,,25.8,4.7,5.5,0.317,-0.07200000000000001,0.155,-0.13699999999999998,0.73,0.3,-0.16699999999999998,0.214,-0.27699999999999997,0.655,1.3,-0.3,0.53,-0.54,1.79,0.01
2016 CL264,,,NEOLegacy,1.6475,0.57487,34.12,138.56,100.2808,2.11469,224.36844,32.31261,18.12,19.61,0.22,0.15,1.073,0.191,63.8,106.4,51.351067,62.252168999999995,2.88,1.25,2018-06-05T03:54:14.237,2458274.66266478,61927680,12.0,120.0,1180.8,,,,,999.4,29.0,34.5,0.327,-0.065,0.13,-0.11699999999999999,0.48100000000000004,0.23600000000000002,-0.11699999999999999,0.141,-0.20199999999999999,0.418,1.47,-0.29,0.53,-0.54,1.63,0.0
2016 KZ,,,NEOLegacy,1.7568,0.28559,12.5,193.7204,351.3257,2.32848,211.06905,-25.518539999999998,21.56,20.7,0.3,0.15,1.27,0.594,50.5,102.3,322.946039,34.506813,1.3,0.68,2018-06-02T11:12:34.849,2458271.9670700114,61808896,100.0,8000.0,8488.7,,,,,62.4,7.4,8.4,0.28600000000000003,-0.069,0.149,-0.128,0.607,0.111,-0.063,0.096,-0.102,0.344,1.34,-0.3,0.54,-0.54,1.74,0.0
1998 QR52,,369984,NEOLegacy,1.0436,0.28770999999999997,17.63,316.2206,204.3124,1.06618,184.34337,73.6586,19.13,19.22,0.22,0.15,1.083,0.34600000000000003,70.2,91.1,126.21780700000001,43.253827,0.5,0.93,2018-02-17T08:18:10.348,2458166.8459531018,61804032,30.0,480.0,1157.4,,,,,246.2,14.5,17.0,0.35100000000000003,-0.065,0.134,-0.11800000000000001,0.469,0.293,-0.14300000000000002,0.157,-0.24600000000000002,0.452,1.54,-0.29,0.54,-0.53,1.57,0.01
2000 RV37,,376788,NEOLegacy,1.0409,0.49596,16.33,330.3501,210.9449,1.06198,139.12906999999998,53.86076,20.46,19.61,0.22,0.15,1.128,0.503,64.7,88.8,163.287401,42.745461999999996,0.24,0.49,2018-02-10T04:20:21.500,2458159.6808043984,62017536,100.0,6000.0,6409.0,,,,,52.3,6.7,7.8,0.244,-0.043,0.091,-0.087,0.34600000000000003,0.426,-0.20600000000000002,0.22,-0.364,0.627,1.48,-0.3,0.55,-0.55,1.63,0.01
2002 JQ9,,,NEOLegacy,1.1565,0.39435,25.0,51.9287,76.048,1.24374,353.94491,-63.91105,19.52,19.51,0.22,0.15,1.139,0.368,62.1,99.3,316.086302,-51.240196999999995,1.48,0.98,2018-02-09T05:52:29.300,2458158.744783565,61798656,100.0,1200.0,1220.3,,,,,183.9,12.5,14.7,0.31,-0.062,0.122,-0.113,0.47200000000000003,0.289,-0.145,0.171,-0.248,0.465,1.46,-0.3,0.52,-0.54,1.64,0.01
2004 CE39,,,NEOLegacy,1.0272,0.3913,17.71,153.2465,126.0868,1.0411,81.73992,-66.16809,21.57,21.7,0.3,0.15,1.0759999999999998,0.318,71.2,91.6,276.174603,-33.135684999999995,12.8,30.34,2018-02-17T11:36:43.186,2458166.9838331714,61929728,100.0,8000.0,8273.8,,,,,29.9,5.1,5.9,0.113,-0.022000000000000002,0.040999999999999995,-0.045,0.163,0.28800000000000003,-0.139,0.177,-0.249,0.568,1.55,-0.29,0.51,-0.54,1.57,0.01
2007 RT147,,410195,NEOLegacy,2.2888,0.46995,3.83,99.1685,344.9272,3.46279,331.38672,-19.67867,20.99,18.74,0.22,0.15,1.704,1.0190000000000001,33.3,113.4,34.954155,-51.395255,0.17,0.08,2018-02-11T20:36:35.969,2458161.358749641,61789952,100.0,8000.0,8283.3,,,,,34.6,5.5,6.3,0.601,-0.177,0.409,-0.306,2.04,0.157,-0.10300000000000001,0.161,-0.149,0.524,1.18,-0.3,0.55,-0.54,1.89,0.01
2007 RT147,,410195,NEOLegacy,2.2888,0.46995,3.83,99.1685,344.9272,3.46279,331.38672,-19.67867,20.99,18.74,0.22,0.15,1.704,1.0190000000000001,33.3,113.4,34.954155,-51.395255,0.17,0.08,2018-02-11T20:36:35.969,2458161.358749641,61789952,100.0,8000.0,8282.7,,,,,12.6,3.3,3.8,0.389,-0.1,0.221,-0.19,1.179,0.371,-0.22399999999999998,0.32,-0.349,1.015,1.18,-0.31,0.53,-0.55,1.87,0.05
2009 WP25,,,NEOLegacy,1.398,0.77262,27.54,245.2466,28.9852,1.65298,118.23799,53.589459999999995,19.52,19.99,0.22,0.15,1.129,0.309,61.8,102.6,164.541818,30.468827,2.42,1.01,2018-02-12T17:53:41.205,2458162.2456157985,61985792,100.0,2400.0,2329.2,,,,,244.0,14.4,16.9,0.285,-0.059000000000000004,0.11800000000000001,-0.109,0.457,0.218,-0.111,0.14,-0.18899999999999997,0.387,1.46,-0.3,0.53,-0.55,1.64,0.0
2010 UE7,,,NEOLegacy,1.8129,0.70413,9.42,125.0994,165.6963,2.44105,37.03799,-65.00366,18.39,19.51,0.22,0.15,1.0759999999999998,0.21,68.7,100.2,287.583152,-49.141496000000004,5.39,5.92,2018-02-15T20:24:53.376,2458165.3506177776,61968384,12.0,120.0,8728.1,,,,,590.7,22.4,26.4,0.314,-0.057999999999999996,0.121,-0.10800000000000001,0.425,0.281,-0.138,0.156,-0.23600000000000002,0.461,1.52,-0.29,0.54,-0.54,1.58,0.0
2011 OV4,,,NEOLegacy,2.1656,0.40908,7.47,307.1758,30.0683,3.18692,303.81476000000004,-10.18945,20.14,18.93,0.22,0.15,1.298,0.655,50.9,99.2,33.124268,-23.199934,1.62,0.93,2018-02-03T07:04:50.498,2458152.795028912,61940480,100.0,6000.0,6406.3,,,,,115.8,10.0,11.6,0.478,-0.113,0.237,-0.20199999999999999,0.951,0.20800000000000002,-0.11699999999999999,0.156,-0.188,0.455,1.35,-0.31,0.55,-0.55,1.7,0.0
2011 UY255,,,NEOLegacy,1.35,0.31906999999999996,8.04,192.3419,275.9893,1.56859,84.28407,-0.54524,21.53,23.3,0.3,0.15,1.121,0.185,53.3,118.4,204.720196,-16.724782,6.1,1.34,2018-02-04T09:35:42.119,2458153.899793044,62026752,100.0,8000.0,8728.1,,,,,37.0,5.7,6.5,0.055999999999999994,-0.012,0.024,-0.023,0.1,0.266,-0.14,0.18100000000000002,-0.239,0.631,1.37,-0.29,0.52,-0.54,1.71,0.0
2012 WK4,,482566,NEOLegacy,1.2051,0.30743000000000004,4.29,151.0371,161.8928,1.3228799999999998,68.66046,-47.58263,18.9,21.8,0.3,0.15,1.058,0.099,64.6,110.3,253.879594,-42.376197,2.02,6.28,2018-02-15T19:57:21.386,2458165.331497523,61983232,30.0,480.0,1244.3,,,,,145.3,11.2,13.0,0.07400000000000001,-0.012,0.023,-0.024,0.087,0.612,-0.26899999999999996,0.276,-0.511,0.727,1.48,-0.29,0.54,-0.54,1.64,0.02
2014 FM7,,454266,NEOLegacy,1.7591,0.29107,19.04,109.7665,332.1706,2.3330599999999997,10.29288,-49.44424,20.34,19.22,0.22,0.15,1.4369999999999998,0.6559999999999999,39.5,116.3,307.300471,-67.596835,0.36,0.21,2018-02-08T19:48:07.107,2458158.325082257,61784320,100.0,8000.0,8725.4,,,,,24.6,4.6,5.4,0.263,-0.055,0.122,-0.10300000000000001,0.602,0.525,-0.28300000000000003,0.32799999999999996,-0.484,0.847,1.24,-0.3,0.53,-0.54,1.88,0.04
