desig,name,number,survey,a,e,i,node,argper,period,ra,dec,vmag,absmag,absmagsig,slopepar,heldist,obsdist,alpha,elong,glxlon,glxlat,ra3sig,dec3sig,midtime,midtimejd,aorkey,framet,totalt,elapsed,notes,ch1,ch1err,ch1snr,ch2,ch2err,ch2snr,diam,d1sigl,d1sigu,d3sigl,d3sigu,pv,pv1sigl,pv1sigu,pv3sigl,pv3sigu,eta,eta1sigl,eta1sigu,eta3sigl,eta3sigu,reflsol
2004 UL,,374158,ExploreNEOs,1.2663,0.9269299999999999,23.74,39.6564,149.4822,1.42503,86.12102,-56.25169,19.35,19.03,0.22,0.15,1.083,0.37799999999999995,71.2,88.4,264.351657,-31.436835,0.56,0.58,2010-10-25T21:18:15.366,2455495.3876778474,32632320,,,,,55.5,6.9,8.0,88.5,8.7,10.2,0.268,-0.042,0.083,-0.085,0.302,0.604,-0.264,0.258,-0.491,0.67,1.56,-0.31,0.53,-0.55,1.54,0.02
2004 VC,,235756,ExploreNEOs,1.1333,0.25875,39.15,194.1983,94.2162,1.20648,125.37021999999999,-2.8304099999999996,18.34,18.93,0.22,0.15,1.129,0.287,57.9,108.1,226.246525,18.53022,0.19,0.3,2010-05-29T19:49:31.302,2455346.326056736,32622080,,,,Usedphotradius3,177.2,13.5,13.1,716.7,25.8,27.8,0.424,-0.085,0.17600000000000002,-0.155,0.682,0.262,-0.133,0.163,-0.228,0.469,1.41,-0.29,0.53,-0.54,1.7,0.0
2004 VV,,254417,ExploreNEOs,2.0767,0.60407,52.42,342.783,354.5084,2.99269,73.38735,-73.64112,20.15,17.59,0.22,0.15,1.547,1.149,40.7,91.3,285.710122,-34.117311,0.46,0.63,2010-06-12T04:26:31.182,2455359.685083125,32711680,,,,,55.4,6.9,8.0,249.0,14.4,17.3,1.5330000000000001,-0.442,0.9570000000000001,-0.755,4.2589999999999995,0.068,-0.043,0.07,-0.064,0.23199999999999998,1.25,-0.31,0.55,-0.55,1.83,0.0
2004 XN14,,380636,ExploreNEOs,0.9315,0.26648,10.74,120.9485,115.661,0.89904,278.73456,-82.35508,19.33,20.09,0.22,0.15,1.03,0.218,82.3,85.6,311.43985,-26.322421999999996,0.51,1.02,2010-11-23T18:38:27.597,2455524.2767082993,32679936,,,,,79.6,8.3,9.6,389.2,18.3,21.3,0.307,-0.057999999999999996,0.114,-0.10300000000000001,0.37200000000000005,0.172,-0.083,0.095,-0.14300000000000002,0.31,1.66,-0.29,0.52,-0.54,1.46,0.0
2004 XP164,,216707,ExploreNEOs,2.1782,0.41248999999999997,22.65,127.0226,310.2307,3.21473,1.5293299999999999,-40.53583,19.78,17.78,0.22,0.15,1.385,0.912,47.0,91.9,334.954448,-73.64963,0.41,0.36,2011-01-25T12:12:35.272,2455587.008741574,32639232,,,,,39.9,5.9,6.8,148.2,11.3,13.1,0.823,-0.196,0.42,-0.34600000000000003,1.806,0.2,-0.114,0.156,-0.182,0.447,1.31,-0.3,0.52,-0.54,1.78,0.01
2004 XY60,,289227,ExploreNEOs,0.6403,0.79671,23.75,122.6719,130.7962,0.51231,116.00833,-46.7319,19.19,19.32,0.22,0.15,1.1320000000000001,0.36700000000000005,61.8,99.6,260.066666,-11.137916,1.6,0.64,2010-01-22T05:10:44.524,2455218.715793102,32556288,,,,,80.9,8.7,9.3,317.2,16.2,19.6,0.389,-0.08,0.161,-0.14400000000000002,0.59,0.217,-0.11,0.13699999999999998,-0.187,0.428,1.47,-0.3,0.52,-0.54,1.62,0.0
2004 YZ23,,481032,ExploreNEOs,3.4264,0.67676,56.09,253.078,300.8898,6.34236,64.3797,-8.38032,18.61,15.57,0.22,0.15,2.048,1.371,25.6,118.3,201.903931,-37.900864,0.22,0.51,2011-03-15T20:41:24.574,2455636.3620899767,32692224,,,,,253.4,14.7,17.2,1749.6,38.5,45.4,8.073,-2.89,6.843999999999999,-4.512,36.62,0.016,-0.011000000000000001,0.023,-0.016,0.085,1.1,-0.3,0.55,-0.5,1.98,0.0
2005 CF41,,277039,ExploreNEOs,1.6487,0.58617,15.89,132.2732,208.6345,2.11695,293.76962000000003,41.439820000000005,18.63,18.84,0.22,0.15,1.117,0.335,63.8,99.0,74.538022,10.103481,0.7,0.28,2010-07-11T11:25:35.281,2455388.976102789,32697856,,,,,446.8,20.1,22.2,1954.1,41.0,47.7,0.8370000000000001,-0.18899999999999997,0.37200000000000005,-0.332,1.376,0.073,-0.039,0.052000000000000005,-0.064,0.185,1.48,-0.3,0.52,-0.55,1.64,0.0
2005 CW25,,217390,ExploreNEOs,1.6262,0.47791000000000006,28.47,148.4337,108.8171,2.07373,147.90138000000002,63.6149,18.93,19.03,0.22,0.15,1.179,0.365,53.4,109.6,148.578458,43.503063,0.45,0.39,2011-05-21T08:42:44.260,2455702.8630122687,32671744,,,,Ch220percentoversaturationlevel,680.7,23.8,28.6,3309.4,53.0,62.4,1.093,-0.265,0.5489999999999999,-0.47100000000000003,2.099,0.036000000000000004,-0.02,0.028999999999999998,-0.032,0.10099999999999999,1.37,-0.3,0.53,-0.54,1.73,0.0
2005 EJ,,318450,ExploreNEOs,1.4451,0.15419000000000002,12.46,33.5465,92.1506,1.7372299999999998,56.036559999999994,59.821909999999995,20.36,20.18,0.22,0.15,1.225,0.414,49.1,112.8,143.09850500000002,3.899093,0.37,0.65,2010-03-19T13:32:33.037,2455275.0642712614,32572160,,,,,21.5,4.6,4.7,53.0,6.7,7.9,0.185,-0.037000000000000005,0.079,-0.069,0.33,0.43799999999999994,-0.22699999999999998,0.259,-0.389,0.669,1.33,-0.3,0.54,-0.55,1.76,0.01
2005 FE3,,,ExploreNEOs,2.1144,0.53385,13.1,90.6634,144.9062,3.0745299999999998,241.67221,49.50627,18.97,19.61,0.22,0.15,1.127,0.29100000000000004,58.1,107.7,77.51909599999999,46.662611,4.12,3.93,2011-05-20T13:16:23.955,2455702.053055035,32650752,,,,,64.3,7.7,8.4,248.5,14.7,16.9,0.263,-0.049,0.10300000000000001,-0.08900000000000001,0.40299999999999997,0.36200000000000004,-0.17600000000000002,0.20199999999999999,-0.315,0.5589999999999999,1.42,-0.29,0.52,-0.52,1.68,0.01
2005 GG,,250614,ExploreNEOs,2.0419,0.6594399999999999,34.78,106.4875,335.194,2.91788,17.31908,-36.59337,18.49,16.53,0.22,0.15,1.598,0.907,36.6,111.6,282.258394,-79.812242,0.33,0.3,2010-09-08T04:00:07.268,2455447.666750787,32673280,,,,,98.3,10.4,9.5,260.5,15.4,16.9,1.3359999999999999,-0.344,0.779,-0.605,3.719,0.24100000000000002,-0.146,0.204,-0.226,0.579,1.2,-0.3,0.53,-0.54,1.88,0.01
2005 GQ21,,339492,ExploreNEOs,1.4264,0.21553000000000003,47.02,203.275,143.6036,1.70366,209.53101999999998,35.799459999999996,19.9,18.44,0.22,0.15,1.5090000000000001,0.7340000000000001,36.2,118.5,68.481475,73.37631999999999,0.16,0.15,2010-07-08T02:22:58.617,2455385.5992895486,32719616,,,,,35.8,5.6,6.4,121.7,10.2,11.9,0.621,-0.165,0.376,-0.28800000000000003,1.68,0.192,-0.11900000000000001,0.17300000000000001,-0.179,0.534,1.2,-0.3,0.55,-0.55,1.86,0.01
2005 JA22,,368664,ExploreNEOs,1.5348,0.29846999999999996,13.24,166.4092,252.0765,1.90147,299.26975,-20.88675,19.38,19.13,0.22,0.15,1.296,0.489,46.7,113.0,20.539601,-23.422473,0.2,0.09,2009-11-10T03:50:52.471,2455145.6603295254,32577280,,,,,90.8,9.3,9.8,319.0,16.6,19.2,0.531,-0.128,0.272,-0.22699999999999998,1.1540000000000001,0.139,-0.08,0.109,-0.127,0.366,1.31,-0.3,0.53,-0.54,1.77,0.0
2005 JE46,,363790,ExploreNEOs,1.9036,0.55266,8.26,238.5565,114.5283,2.6264,8.90414,0.39938,19.37,18.16,0.22,0.15,1.158,0.696,59.8,83.6,114.422633,-62.211296999999995,0.08,0.03,2011-03-02T20:18:44.686,2455623.3463505325,32636928,,,,,107.9,9.7,11.1,499.1,20.5,24.3,0.899,-0.198,0.39799999999999996,-0.35200000000000004,1.5190000000000001,0.11900000000000001,-0.063,0.084,-0.10400000000000001,0.27,1.44,-0.3,0.52,-0.54,1.65,0.0
2005 LR3,,198856,ExploreNEOs,1.654,0.33495,25.0,73.8419,26.2909,2.12715,217.46915,24.74266,18.68,17.3,0.22,0.15,1.169,0.7340000000000001,58.7,82.8,32.316264000000004,67.777771,0.18,0.32,2011-03-03T23:22:34.795,2455624.474013831,32626176,,,,,115.1,10.1,11.4,506.0,20.7,24.4,0.992,-0.20800000000000002,0.42,-0.375,1.656,0.215,-0.111,0.141,-0.18899999999999997,0.419,1.42,-0.29,0.52,-0.55,1.68,0.0
2005 LY19,,354663,ExploreNEOs,1.602,0.2399,30.0,338.4782,120.1722,2.02769,280.42597,-53.15189,19.39,16.72,0.22,0.15,1.944,1.216,27.2,119.9,342.548646,-20.016588,1.23,1.06,2009-10-06T21:07:34.001,2455111.3802546407,32716288,,,,,33.4,4.1,8.1,54.9,6.8,8.1,1.212,-0.345,0.88,-0.586,4.711,0.248,-0.166,0.24600000000000002,-0.23800000000000002,0.713,1.12,-0.3,0.55,-0.51,1.94,0.04
2005 MB,,329915,ExploreNEOs,0.9853,0.79271,41.4,88.6649,42.812,0.97801,8.90443,-86.09985999999999,19.54,17.49,0.22,0.15,1.558,0.956,39.8,103.6,303.241163,-31.022437,1.14,1.14,2010-10-15T11:43:33.545,2455484.9885826968,32603392,,,,,25.9,4.8,5.4,60.3,7.2,8.4,0.705,-0.16699999999999998,0.37200000000000005,-0.297,1.778,0.359,-0.20600000000000002,0.27,-0.332,0.733,1.24,-0.31,0.54,-0.56,1.84,0.03
2005 MC,,366833,ExploreNEOs,2.6166,0.59262,27.27,287.4267,124.9908,4.23252,164.66971,-18.33417,19.18,16.92,0.22,0.15,1.646,1.058,36.1,105.7,268.79945699999996,36.956109999999995,0.15,0.14,2010-02-18T15:25:21.032,2455246.142604537,32593408,,,,,54.2,7.2,7.5,187.7,12.6,14.9,1.39,-0.389,0.8759999999999999,-0.669,4.098,0.157,-0.1,0.152,-0.147,0.496,1.21,-0.3,0.54,-0.54,1.88,0.01
2005 NW44,,469737,ExploreNEOs,0.7793,0.48327,6.06,114.5507,0.6615,0.688,341.39485,10.84558,20.25,20.7,0.3,0.15,1.021,0.244,82.1,84.2,79.915162,-41.283566,0.11,0.13,2011-07-30T12:59:07.043,2455773.0410537384,32581376,,,,,30.6,5.1,6.0,148.1,11.3,13.1,0.209,-0.038,0.076,-0.07200000000000001,0.249,0.20800000000000002,-0.1,0.12300000000000001,-0.174,0.41700000000000004,1.66,-0.29,0.52,-0.54,1.46,0.0
2005 OU2,,494713,ExploreNEOs,1.2349,0.3735,47.78,127.3892,310.1562,1.37236,59.04835,-78.88195,19.54,19.41,0.22,0.15,1.172,0.39399999999999996,58.9,101.9,293.207521,-34.491682,0.68,0.44,2009-10-03T05:24:47.887,2455107.7255542483,32724224,,,,,43.1,6.1,7.1,124.3,10.1,12.3,0.285,-0.054000000000000006,0.111,-0.102,0.429,0.375,-0.185,0.21,-0.327,0.57,1.43,-0.29,0.53,-0.55,1.65,0.01
2005 QC5,,250680,ExploreNEOs,0.8933,0.36464,9.45,48.1515,108.6654,0.84435,92.19875,-5.42085,19.13,19.99,0.22,0.15,1.064,0.212,73.4,95.2,212.935667,-11.943712,0.89,0.54,2010-11-23T08:18:18.981,2455523.846053021,32663552,,,,,71.3,8.2,8.7,235.6,14.4,16.4,0.223,-0.039,0.077,-0.075,0.267,0.359,-0.166,0.188,-0.29600000000000004,0.515,1.58,-0.3,0.52,-0.55,1.51,0.01
2005 SA71,,277279,ExploreNEOs,1.618,0.36782,20.21,44.3705,283.6241,2.05803,83.23599,10.43636,18.79,19.03,0.22,0.15,1.2309999999999999,0.35700000000000004,47.1,118.1,194.328265,-12.19841,0.31,0.41,2009-11-29T07:07:22.196,2455164.796784676,32670976,,,,Usedphotradius3,113.7,11.1,10.2,305.5,17.1,17.9,0.36,-0.076,0.162,-0.13699999999999998,0.6679999999999999,0.335,-0.18,0.21100000000000002,-0.3,0.586,1.31,-0.3,0.54,-0.54,1.79,0.01
2005 TR50,,,ExploreNEOs,1.6145,0.45548,34.06,29.5008,49.2061,2.05145,91.37241,-29.812359999999998,19.36,20.5,0.3,0.15,1.0590000000000002,0.19399999999999998,74.3,95.2,236.08494,-22.360902,2.5,4.66,2009-11-18T09:39:44.255,2455153.9025955442,32631040,,,,,38.7,6.4,6.0,77.0,8.3,9.3,0.132,-0.02,0.038,-0.043,0.14,0.65,-0.275,0.272,-0.525,0.732,1.58,-0.29,0.53,-0.53,1.53,0.02
2005 TZ51,,284114,ExploreNEOs,2.1257,0.42958,10.83,280.4548,127.4475,3.09918,17.21483,28.228790000000004,19.7,18.16,0.22,0.15,1.45,0.7440000000000001,42.0,109.0,127.59099199999999,-34.485928,0.24,0.11,2011-10-07T16:35:10.751,2455842.191096655,32700928,,,,,33.2,5.4,6.1,120.3,10.1,11.9,0.627,-0.149,0.349,-0.264,1.5130000000000001,0.243,-0.14300000000000002,0.191,-0.22399999999999998,0.541,1.25,-0.29,0.55,-0.53,1.85,0.01
2005 UB,,265661,ExploreNEOs,1.8958,0.73837,27.7,272.1513,3.0993,2.61028,322.36221,23.17982,18.71,17.11,0.22,0.15,1.2690000000000001,0.853,52.7,85.2,73.949533,-19.931478,0.55,0.56,2011-01-26T14:35:09.083,2455588.1077440158,32572672,,,,,303.8,16.4,18.5,1363.2,34.1,40.0,1.965,-0.496,1.041,-0.856,4.029,0.065,-0.038,0.054000000000000006,-0.059000000000000004,0.177,1.36,-0.3,0.55,-0.54,1.73,0.0
2005 UH6,,255071,ExploreNEOs,1.0007,0.6322800000000001,2.65,19.2094,200.2489,1.0010299999999999,64.68993,14.997470000000002,18.1,18.65,0.22,0.15,1.079,0.267,71.4,94.3,179.438659,-24.409801,3.23,0.67,2009-10-15T08:18:15.452,2455119.846012176,32593920,,,,,134.2,12.3,10.9,608.3,23.1,26.3,0.43799999999999994,-0.077,0.155,-0.14400000000000002,0.5670000000000001,0.317,-0.145,0.171,-0.265,0.47700000000000004,1.55,-0.29,0.51,-0.52,1.55,0.01
2005 UK1,,242708,ExploreNEOs,2.4997,0.6954899999999999,0.79,180.4657,345.8455,3.9520800000000005,309.57025,-14.43644,19.08,18.45,0.22,0.15,1.1079999999999999,0.48700000000000004,65.6,88.3,31.382467,-30.071963,0.07,0.08,2010-06-16T10:34:44.530,2455363.9407931715,32638720,,,,,161.6,12.1,13.4,617.9,22.9,27.0,0.713,-0.149,0.3,-0.271,1.069,0.14300000000000002,-0.073,0.095,-0.124,0.28800000000000003,1.5,-0.3,0.52,-0.54,1.61,0.0
2005 WC1,,469896,ExploreNEOs,1.4006,0.48658999999999997,19.99,265.1188,256.5989,1.6574900000000001,184.49155,-14.37488,20.29,20.9,0.3,0.15,1.099,0.259,65.5,101.1,290.839989,47.70814,1.07,0.17,2009-08-01T06:00:54,2455044.750625,32642560,,,,,58.0,6.9,8.4,255.0,14.3,17.8,0.23800000000000002,-0.05,0.09699999999999999,-0.092,0.358,0.135,-0.07,0.09300000000000001,-0.11900000000000001,0.32799999999999996,1.5,-0.3,0.51,-0.55,1.6,0.0
2005 WD1,,277473,ExploreNEOs,2.1996,0.44232,43.07,52.3716,285.9627,3.2622,199.31856000000002,-52.05728,19.03,17.11,0.22,0.15,1.584,0.856,35.8,114.8,306.96813199999997,10.607733999999999,0.29,0.41,2011-08-27T17:23:28.988,2455801.2246410646,32657408,,,,,138.1,11.5,12.0,596.7,22.7,26.3,1.7469999999999999,-0.513,1.143,-0.883,5.063,0.08199999999999999,-0.053,0.08900000000000001,-0.078,0.301,1.21,-0.31,0.55,-0.56,1.84,0.0
2005 XD1,,374449,ExploreNEOs,1.6205,0.30658,18.29,287.4266,198.6538,2.06292,179.83928999999998,-29.616359999999997,19.52,19.61,0.22,0.15,1.125,0.34299999999999997,61.1,101.5,289.595194,31.904891999999997,1.02,0.34,2010-03-05T21:54:46.243,2455261.41303522,32633856,,,,,75.0,8.6,8.7,254.3,14.7,17.3,0.32,-0.064,0.13,-0.11800000000000001,0.502,0.244,-0.121,0.152,-0.21,0.429,1.46,-0.3,0.52,-0.55,1.64,0.0
2005 XE1,,348595,ExploreNEOs,1.4494,0.15167,29.13,83.2202,314.6996,1.74495,98.39608,-19.148329999999998,18.95,19.22,0.22,0.15,1.242,0.37200000000000005,45.3,119.6,228.274304,-12.410687,1.12,0.77,2011-01-09T14:02:36.465,2455571.085144271,32611328,,,,,143.8,11.1,13.0,712.8,24.2,29.5,0.529,-0.129,0.261,-0.225,1.111,0.129,-0.073,0.102,-0.11800000000000001,0.33799999999999997,1.3,-0.3,0.52,-0.55,1.79,0.0
2005 XH8,,202435,ExploreNEOs,1.3225,0.69158,29.04,79.759,159.0291,1.52081,105.40855,-74.94875,19.28,18.26,0.22,0.15,1.11,0.551,66.5,83.9,286.225999,-25.471059,0.61,0.52,2010-11-22T16:02:04.974,2455523.168113125,32603136,,,,SubtractedskyflatfromBCD,53.0,6.8,7.8,212.1,13.4,15.8,0.518,-0.09699999999999999,0.198,-0.177,0.7140000000000001,0.32799999999999996,-0.162,0.179,-0.28,0.504,1.51,-0.3,0.53,-0.55,1.6,0.01
2005 XK8,,368790,ExploreNEOs,1.6112,0.2538,25.46,277.8183,173.4319,2.04517,149.87589,-34.485409999999995,20.22,20.09,0.22,0.15,1.2590000000000001,0.433,45.7,116.4,267.12313,16.173189,1.15,0.58,2010-03-05T22:31:40.807,2455261.4386667483,32560128,,,,,25.7,4.8,5.3,90.5,8.7,10.4,0.24,-0.054000000000000006,0.113,-0.095,0.496,0.281,-0.153,0.193,-0.256,0.561,1.3,-0.3,0.53,-0.54,1.8,0.01
2005 XV77,,417210,ExploreNEOs,0.7842,0.41413,16.85,282.3143,9.2198,0.69444,12.837489999999999,21.48477,19.77,20.89,0.3,0.15,1.058,0.207,70.3,98.6,122.90491499999999,-41.385422999999996,0.22,0.35,2010-02-19T10:31:34.023,2455246.938588229,32640768,,,,,92.4,9.1,10.2,463.2,19.9,23.3,0.255,-0.05,0.10400000000000001,-0.092,0.37,0.11800000000000001,-0.061,0.08,-0.102,0.29600000000000004,1.53,-0.29,0.52,-0.53,1.57,0.0
2006 AD,,,ExploreNEOs,1.0484,0.48988000000000004,54.99,120.4089,87.3036,1.0734299999999999,66.94671,-42.4143,17.85,17.11,0.22,0.15,1.092,0.511,68.8,83.5,246.893665,-43.867925,0.73,0.79,2009-09-09T14:48:27.765,2455084.116988021,32583168,,,,,1500.2,36.0,41.7,6168.1,74.0,83.4,2.338,-0.506,1.047,-0.903,3.59,0.045,-0.024,0.032,-0.039,0.106,1.52,-0.3,0.53,-0.54,1.58,0.0
2006 BA148,,311555,ExploreNEOs,1.6306,0.61417,15.78,327.6788,25.9849,2.08212,155.88123000000002,-54.24977,18.49,18.65,0.22,0.15,1.121,0.32799999999999996,63.6,99.6,282.335568,2.593312,2.21,5.01,2011-08-13T07:35:10.473,2455786.8160934374,32602624,,,,,175.0,12.8,13.7,601.7,22.9,26.3,0.489,-0.098,0.196,-0.17600000000000002,0.721,0.255,-0.128,0.153,-0.22,0.435,1.48,-0.3,0.52,-0.53,1.63,0.0
2006 BN6,,277616,ExploreNEOs,2.5495,0.70725,17.93,251.236,336.533,4.070930000000001,201.2823,-47.51831,18.74,17.78,0.22,0.15,1.111,0.5870000000000001,64.1,84.2,308.81055699999996,14.971591,0.31,0.14,2010-03-12T19:02:26.501,2455268.29336228,32684288,,,,Usedcolpulldownfixmosaics,299.6,17.1,17.5,1178.5,31.8,37.1,1.138,-0.24100000000000002,0.505,-0.43700000000000006,1.7990000000000002,0.10400000000000001,-0.054000000000000006,0.07200000000000001,-0.09,0.22399999999999998,1.48,-0.29,0.53,-0.54,1.62,0.0
2006 DU62,,,ExploreNEOs,1.6402,0.73814,16.48,322.4306,71.512,2.10054,203.19647,-19.973470000000002,17.58,18.36,0.22,0.15,1.122,0.28,58.4,107.9,316.018797,41.845023,0.29,0.13,2010-03-27T11:19:26.966,2455282.9718398843,32688128,,,,,417.0,20.0,20.9,1664.8,38.3,43.5,0.616,-0.126,0.267,-0.225,0.9890000000000001,0.20800000000000002,-0.107,0.134,-0.182,0.402,1.42,-0.29,0.53,-0.54,1.66,0.0
2006 EV52,,212359,ExploreNEOs,2.0159,0.70794,15.94,168.5783,167.0612,2.86216,62.67246,-25.01161,17.6,17.12,0.22,0.15,1.3530000000000002,0.536,40.5,119.2,221.93545299999997,-45.494333000000005,0.6,0.28,2010-02-16T22:39:08.448,2455244.4438477783,32599552,,,,,365.9,18.7,19.6,1470.1,35.3,41.6,1.258,-0.315,0.6859999999999999,-0.5589999999999999,2.9739999999999998,0.158,-0.092,0.131,-0.146,0.409,1.24,-0.29,0.53,-0.55,1.84,0.0
2006 HT30,,,ExploreNEOs,2.5682,0.61647,1.64,73.6295,224.1395,4.11581,223.18627,-45.14687,17.57,20.6,0.3,0.15,1.025,0.069,88.7,87.5,324.334186,12.622477,5.06,7.28,2010-10-10T08:49:06.388,2455479.8674350465,32566272,,,,,519.2,21.8,23.8,2861.2,48.6,58.9,0.3,-0.057,0.105,-0.102,0.344,0.11199999999999999,-0.053,0.071,-0.094,0.235,1.72,-0.29,0.5,-0.54,1.38,0.0
2006 KA,,,ExploreNEOs,1.6332,0.5614100000000001,31.02,236.0796,244.6408,2.08721,121.25856,-23.51464,19.86,19.61,0.22,0.15,1.064,0.382,71.7,87.3,242.173748,4.335603,4.04,3.18,2010-06-25T02:24:59.658,2455372.600690486,32572928,,,,,60.0,7.4,8.1,237.1,14.2,16.7,0.36200000000000004,-0.07200000000000001,0.14,-0.131,0.491,0.191,-0.094,0.11699999999999999,-0.161,0.348,1.56,-0.31,0.51,-0.55,1.54,0.0
2006 KV86,,330233,ExploreNEOs,1.5431,0.37431,37.07,220.0915,153.768,1.91678,127.74885,-12.754660000000001,18.48,19.13,0.22,0.15,1.016,0.22899999999999998,84.3,82.8,236.373157,15.348104999999999,0.57,0.44,2010-12-22T01:53:26.658,2455552.5787807642,32631552,,,,,111.1,9.9,11.2,418.2,18.8,22.2,0.359,-0.062,0.11900000000000001,-0.11199999999999999,0.39399999999999996,0.305,-0.136,0.153,-0.248,0.434,1.68,-0.3,0.51,-0.54,1.44,0.01
2006 LF,,,ExploreNEOs,2.1413,0.6543800000000001,7.87,199.5905,349.1381,3.13348,310.37311,18.93548,18.17,18.93,0.22,0.15,1.195,0.299,47.9,119.5,63.122828000000005,-13.944997,1.23,1.26,2009-07-30T16:10:39,2455043.1740625,32610304,,,,obstwice,160.6,12.7,12.6,711.5,24.2,29.4,0.424,-0.09,0.18899999999999997,-0.162,0.79,0.261,-0.138,0.174,-0.233,0.5,1.32,-0.3,0.52,-0.54,1.77,0.01
2006 MD12,,468540,ExploreNEOs,0.8386,0.60518,27.27,291.8528,174.5207,0.76798,351.23819,36.99199,19.43,19.7,0.22,0.15,1.155,0.332,58.9,105.0,104.326012,-22.737718,0.39,0.25,2009-09-01T09:43:13.302,2455075.905015069,32600576,,,,,36.4,5.9,6.2,117.1,10.1,11.6,0.231,-0.043,0.085,-0.079,0.331,0.439,-0.21,0.225,-0.374,0.64,1.43,-0.3,0.52,-0.54,1.67,0.01
2006 NL,,,ExploreNEOs,0.8477,0.57594,20.08,115.2646,29.3368,0.78055,353.58628,5.11455,19.39,20.3,0.3,0.15,1.1059999999999999,0.242,63.6,104.1,90.027381,-52.761373999999996,0.3,0.39,2009-08-13T14:09:58.080,2455057.090255556,32694528,,,,,24.6,5.0,4.9,144.3,11.1,13.0,0.182,-0.032,0.065,-0.064,0.25,0.405,-0.191,0.223,-0.349,0.667,1.47,-0.29,0.52,-0.55,1.62,0.01
2006 OD7,,,ExploreNEOs,1.3349,0.16637000000000002,30.33,127.71,197.2567,1.54229,33.06022,-39.7581,18.12,19.7,0.22,0.15,1.113,0.19699999999999998,59.0,111.6,255.061577,-69.023666,1.59,1.91,2009-09-19T12:14:37.942,2455094.010161366,32628224,,,,,195.4,13.1,14.9,615.1,22.8,27.0,0.273,-0.052000000000000005,0.10800000000000001,-0.096,0.41200000000000003,0.312,-0.155,0.17800000000000002,-0.26899999999999996,0.522,1.44,-0.3,0.52,-0.54,1.64,0.01
2006 SC6,,292165,ExploreNEOs,1.2029,0.58063,30.26,153.0146,355.512,1.31933,85.60842,-18.78481,19.85,18.45,0.22,0.15,1.2109999999999999,0.708,57.7,86.6,222.875061,-23.371668,0.47,0.32,2010-11-03T18:13:02.952,2455504.2590619447,32635392,,,,,39.8,5.9,6.7,155.7,11.5,13.5,0.57,-0.12,0.257,-0.22,0.997,0.22399999999999998,-0.11900000000000001,0.146,-0.198,0.43700000000000006,1.41,-0.29,0.53,-0.54,1.67,0.0
2006 SO19,,355046,ExploreNEOs,1.2425,0.27197,14.24,98.373,169.6886,1.3849200000000002,187.75117,-77.72459,19.37,19.8,0.22,0.15,1.0390000000000001,0.25,80.0,86.1,301.805,-14.899719000000001,0.85,0.65,2010-10-24T08:36:18.857,2455493.8585515856,32617728,,,,,39.2,5.9,6.6,141.7,11.1,12.8,0.226,-0.037000000000000005,0.077,-0.07200000000000001,0.249,0.41200000000000003,-0.183,0.19399999999999998,-0.33299999999999996,0.545,1.63,-0.3,0.53,-0.54,1.47,0.01
2006 SV19,,212546,ExploreNEOs,2.1328,0.5149,7.35,116.2936,182.232,3.11485,48.09913,7.81743,19.35,17.97,0.22,0.15,1.166,0.672,61.0,84.1,172.32658500000002,-41.156413,0.1,0.1,2009-09-15T16:08:48.036,2455090.1727781943,32702976,,,,,109.2,10.2,10.7,435.5,19.2,22.7,0.8540000000000001,-0.182,0.375,-0.332,1.4269999999999998,0.155,-0.081,0.10800000000000001,-0.138,0.326,1.44,-0.29,0.53,-0.55,1.66,0.0
2006 SY5,,,ExploreNEOs,1.0433,0.15242,7.57,335.9844,175.5331,1.0656700000000001,309.75622000000004,-82.41959,19.94,22.4,0.3,0.15,1.093,0.136,54.1,119.7,310.768755,-30.343987,60.91,74.74,2009-07-30T18:18:27,2455043.2628125,32647168,,,,,31.2,5.1,6.1,116.7,9.7,12.0,0.073,-0.013999999999999999,0.028999999999999998,-0.027999999999999997,0.11699999999999999,0.364,-0.18600000000000003,0.212,-0.322,0.6809999999999999,1.38,-0.3,0.54,-0.55,1.72,0.01
2006 SZ217,,248818,ExploreNEOs,1.6731,0.2856,29.22,241.411,162.9256,2.16411,14.842039999999999,80.01695,18.07,17.68,0.22,0.15,1.225,0.451,53.5,105.7,123.296897,17.151225,0.39,0.19,2010-11-27T02:09:54.251,2455527.5902112382,32594944,,,,,299.6,16.5,18.2,1037.9,30.1,34.5,0.885,-0.19699999999999998,0.423,-0.34700000000000003,1.633,0.18899999999999997,-0.102,0.135,-0.16899999999999998,0.397,1.38,-0.3,0.55,-0.55,1.72,0.0
2006 UQ17,,,ExploreNEOs,1.6236,0.38072,1.74,82.1165,10.2727,2.06889,142.66268,-26.97226,17.34,22.2,0.3,0.15,1.016,0.032,81.6,96.5,257.04476,17.51773,35.44,33.76,2011-01-31T15:07:20.223,2455593.1300951736,32636416,,,,,2059.4,43.2,47.7,12093.4,96.7,125.1,0.23199999999999998,-0.047,0.08800000000000001,-0.084,0.294,0.042,-0.021,0.03,-0.036000000000000004,0.11199999999999999,1.65,-0.3,0.5,-0.54,1.46,0.0
